,Model,Train_Condition,Class,fprs,tprs
157,ResNet50,DCGAN Augmentation,Normal,0.0,0.475
158,ResNet50,DCGAN Augmentation,Normal,0.0,0.48
159,ResNet50,DCGAN Augmentation,Normal,0.0,0.4825
160,ResNet50,DCGAN Augmentation,Normal,0.00125,0.4825
161,ResNet50,DCGAN Augmentation,Normal,0.00125,0.485
162,ResNet50,DCGAN Augmentation,Normal,0.0025,0.485
163,ResNet50,DCGAN Augmentation,Normal,0.0025,0.4925
164,ResNet50,DCGAN Augmentation,Normal,0.0025,0.4975
165,ResNet50,DCGAN Augmentation,Normal,0.0025,0.5025
166,ResNet50,DCGAN Augmentation,Normal,0.0025,0.5225
167,ResNet50,DCGAN Augmentation,Normal,0.0025,0.5275
168,ResNet50,DCGAN Augmentation,Normal,0.0025,0.53
169,ResNet50,DCGAN Augmentation,Normal,0.0025,0.535
170,ResNet50,DCGAN Augmentation,Normal,0.0025,0.5375
171,ResNet50,DCGAN Augmentation,Normal,0.0025,0.5425
172,ResNet50,DCGAN Augmentation,Normal,0.0025,0.5525
173,ResNet50,DCGAN Augmentation,Normal,0.0025,0.5575
174,ResNet50,DCGAN Augmentation,Normal,0.0025,0.5625
175,ResNet50,DCGAN Augmentation,Normal,0.0025,0.5675
176,ResNet50,DCGAN Augmentation,Normal,0.0025,0.5775
177,ResNet50,DCGAN Augmentation,Normal,0.0025,0.5825
178,ResNet50,DCGAN Augmentation,Normal,0.0025,0.585
179,ResNet50,DCGAN Augmentation,Normal,0.0025,0.59
180,ResNet50,DCGAN Augmentation,Normal,0.0025,0.605
181,ResNet50,DCGAN Augmentation,Normal,0.0025,0.61
182,ResNet50,DCGAN Augmentation,Normal,0.0025,0.625
183,ResNet50,DCGAN Augmentation,Normal,0.00375,0.625
184,ResNet50,DCGAN Augmentation,Normal,0.00375,0.63
185,ResNet50,DCGAN Augmentation,Normal,0.00375,0.635
186,ResNet50,DCGAN Augmentation,Normal,0.00375,0.6725
187,ResNet50,DCGAN Augmentation,Normal,0.005,0.6725
188,ResNet50,DCGAN Augmentation,Normal,0.005,0.7
189,ResNet50,DCGAN Augmentation,Normal,0.00625,0.7
190,ResNet50,DCGAN Augmentation,Normal,0.00625,0.7275
191,ResNet50,DCGAN Augmentation,Normal,0.00875,0.7275
192,ResNet50,DCGAN Augmentation,Normal,0.00875,0.7375
193,ResNet50,DCGAN Augmentation,Normal,0.00875,0.7425
194,ResNet50,DCGAN Augmentation,Normal,0.00875,0.7675
195,ResNet50,DCGAN Augmentation,Normal,0.01,0.7675
196,ResNet50,DCGAN Augmentation,Normal,0.01,0.7875
197,ResNet50,DCGAN Augmentation,Normal,0.01125,0.7875
198,ResNet50,DCGAN Augmentation,Normal,0.01125,0.8525
199,ResNet50,DCGAN Augmentation,Normal,0.0125,0.8525
200,ResNet50,DCGAN Augmentation,Normal,0.0125,0.865
201,ResNet50,DCGAN Augmentation,Normal,0.01375,0.865
202,ResNet50,DCGAN Augmentation,Normal,0.01375,0.88
203,ResNet50,DCGAN Augmentation,Normal,0.0175,0.88
204,ResNet50,DCGAN Augmentation,Normal,0.0175,0.8825
205,ResNet50,DCGAN Augmentation,Normal,0.01875,0.8825
206,ResNet50,DCGAN Augmentation,Normal,0.01875,0.8875
207,ResNet50,DCGAN Augmentation,Normal,0.02,0.8875
208,ResNet50,DCGAN Augmentation,Normal,0.02,0.9
209,ResNet50,DCGAN Augmentation,Normal,0.02375,0.9
210,ResNet50,DCGAN Augmentation,Normal,0.02375,0.9075
211,ResNet50,DCGAN Augmentation,Normal,0.02625,0.9075
212,ResNet50,DCGAN Augmentation,Normal,0.02625,0.92
213,ResNet50,DCGAN Augmentation,Normal,0.03,0.92
214,ResNet50,DCGAN Augmentation,Normal,0.03,0.9225
215,ResNet50,DCGAN Augmentation,Normal,0.03125,0.9225
216,ResNet50,DCGAN Augmentation,Normal,0.03125,0.935
217,ResNet50,DCGAN Augmentation,Normal,0.0325,0.935
218,ResNet50,DCGAN Augmentation,Normal,0.0325,0.94
219,ResNet50,DCGAN Augmentation,Normal,0.035,0.94
220,ResNet50,DCGAN Augmentation,Normal,0.035,0.945
221,ResNet50,DCGAN Augmentation,Normal,0.03875,0.945
222,ResNet50,DCGAN Augmentation,Normal,0.03875,0.95
223,ResNet50,DCGAN Augmentation,Normal,0.0475,0.95
224,ResNet50,DCGAN Augmentation,Normal,0.0475,0.955
225,ResNet50,DCGAN Augmentation,Normal,0.05,0.955
226,ResNet50,DCGAN Augmentation,Normal,0.05125,0.955
227,ResNet50,DCGAN Augmentation,Normal,0.05125,0.9575
228,ResNet50,DCGAN Augmentation,Normal,0.0575,0.9575
229,ResNet50,DCGAN Augmentation,Normal,0.0575,0.96
230,ResNet50,DCGAN Augmentation,Normal,0.06,0.96
231,ResNet50,DCGAN Augmentation,Normal,0.06,0.9625
232,ResNet50,DCGAN Augmentation,Normal,0.0675,0.9625
233,ResNet50,DCGAN Augmentation,Normal,0.0675,0.965
234,ResNet50,DCGAN Augmentation,Normal,0.07,0.965
235,ResNet50,DCGAN Augmentation,Normal,0.07,0.9675
236,ResNet50,DCGAN Augmentation,Normal,0.07125,0.9675
237,ResNet50,DCGAN Augmentation,Normal,0.07125,0.97
238,ResNet50,DCGAN Augmentation,Normal,0.07625,0.97
239,ResNet50,DCGAN Augmentation,Normal,0.07625,0.9725
240,ResNet50,DCGAN Augmentation,Normal,0.09,0.9725
241,ResNet50,DCGAN Augmentation,Normal,0.09,0.975
242,ResNet50,DCGAN Augmentation,Normal,0.1,0.975
243,ResNet50,DCGAN Augmentation,Normal,0.1,0.9775
244,ResNet50,DCGAN Augmentation,Normal,0.11125,0.9775
245,ResNet50,DCGAN Augmentation,Normal,0.11125,0.98
246,ResNet50,DCGAN Augmentation,Normal,0.1125,0.98
247,ResNet50,DCGAN Augmentation,Normal,0.1125,0.985
248,ResNet50,DCGAN Augmentation,Normal,0.12,0.985
249,ResNet50,DCGAN Augmentation,Normal,0.12,0.9875
250,ResNet50,DCGAN Augmentation,Normal,0.14,0.9875
251,ResNet50,DCGAN Augmentation,Normal,0.14,0.99
252,ResNet50,DCGAN Augmentation,Normal,0.1525,0.99
253,ResNet50,DCGAN Augmentation,Normal,0.1525,0.995
254,ResNet50,DCGAN Augmentation,Normal,0.23875,0.995
255,ResNet50,DCGAN Augmentation,Normal,0.24125,0.995
256,ResNet50,DCGAN Augmentation,Normal,0.2425,0.995
257,ResNet50,DCGAN Augmentation,Normal,0.245,0.995
258,ResNet50,DCGAN Augmentation,Normal,0.2625,0.995
259,ResNet50,DCGAN Augmentation,Normal,0.265,0.995
260,ResNet50,DCGAN Augmentation,Normal,0.2925,0.995
261,ResNet50,DCGAN Augmentation,Normal,0.2925,0.9975
262,ResNet50,DCGAN Augmentation,Normal,0.305,0.9975
263,ResNet50,DCGAN Augmentation,Normal,0.3075,0.9975
264,ResNet50,DCGAN Augmentation,Normal,0.3325,0.9975
265,ResNet50,DCGAN Augmentation,Normal,0.335,0.9975
266,ResNet50,DCGAN Augmentation,Normal,0.34375,0.9975
267,ResNet50,DCGAN Augmentation,Normal,0.34375,1.0
268,ResNet50,DCGAN Augmentation,Normal,0.345,1.0
269,ResNet50,DCGAN Augmentation,Normal,0.3475,1.0
270,ResNet50,DCGAN Augmentation,Normal,0.38375,1.0
271,ResNet50,DCGAN Augmentation,Normal,0.38875,1.0
272,ResNet50,DCGAN Augmentation,Normal,0.54375,1.0
273,ResNet50,DCGAN Augmentation,Normal,0.54625,1.0
274,ResNet50,DCGAN Augmentation,Normal,0.59625,1.0
275,ResNet50,DCGAN Augmentation,Normal,0.59875,1.0
276,ResNet50,DCGAN Augmentation,Normal,0.66875,1.0
277,ResNet50,DCGAN Augmentation,Normal,0.67125,1.0
278,ResNet50,DCGAN Augmentation,Normal,0.68,1.0
279,ResNet50,DCGAN Augmentation,Normal,0.6825,1.0
280,ResNet50,DCGAN Augmentation,Normal,0.80125,1.0
281,ResNet50,DCGAN Augmentation,Normal,0.80375,1.0
282,ResNet50,DCGAN Augmentation,Normal,0.86375,1.0
283,ResNet50,DCGAN Augmentation,Normal,0.86625,1.0
284,ResNet50,DCGAN Augmentation,Normal,0.98,1.0
285,ResNet50,DCGAN Augmentation,Normal,0.9825,1.0
286,ResNet50,DCGAN Augmentation,Normal,1.0,1.0
287,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.0
288,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.1875
289,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.2225
290,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.24
291,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.2525
292,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.2625
293,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.2725
294,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.28
295,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.29
296,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.2925
297,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.3
298,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.3025
299,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.3125
300,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.32
301,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.325
302,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.33
303,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.335
304,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.3625
305,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.3675
306,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.3925
307,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.3975
308,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.505
309,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.51
310,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.5425
311,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.5475
312,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.56
313,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.565
314,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.665
315,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.67
316,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0,0.7775
317,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.00125,0.7775
318,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.00125,0.7875
319,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0025,0.7875
320,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0025,0.81
321,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.00375,0.81
322,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.00375,0.8225
323,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.00625,0.8225
324,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.00625,0.8325
325,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0075,0.8325
326,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0075,0.8525
327,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.00875,0.8525
328,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.00875,0.8625
329,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.01,0.8625
330,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.01,0.865
331,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.01125,0.865
332,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.01125,0.8825
333,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0125,0.8825
334,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0125,0.885
335,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.01375,0.885
336,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.01375,0.8875
337,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.015,0.8875
338,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.015,0.9075
339,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.01625,0.9075
340,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.01625,0.91
341,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0175,0.91
342,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0175,0.9125
343,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.01875,0.9125
344,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.01875,0.9225
345,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.02,0.9225
346,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.02,0.93
347,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.02125,0.93
348,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.02125,0.9325
349,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.025,0.9325
350,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.025,0.935
351,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.03125,0.935
352,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.03125,0.9375
353,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0325,0.9375
354,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0325,0.94
355,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.035,0.94
356,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.035,0.9475
357,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.03625,0.9475
358,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.03625,0.95
359,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.04375,0.95
360,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.04375,0.9525
361,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.04625,0.9525
362,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.04625,0.955
363,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.05125,0.955
364,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.05125,0.9575
365,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0525,0.9575
366,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0525,0.9625
367,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0575,0.9625
368,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0575,0.965
369,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.06,0.965
370,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.06125,0.965
371,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.06125,0.9675
372,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0775,0.9675
373,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.0775,0.97
374,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.08875,0.97
375,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.08875,0.9725
376,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.14375,0.9725
377,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.14375,0.975
378,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.16625,0.975
379,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.16625,0.9775
380,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.1975,0.9775
381,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.1975,0.98
382,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.20875,0.98
383,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.21125,0.98
384,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.21625,0.98
385,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.21625,0.9825
386,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.23375,0.9825
387,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.23375,0.985
388,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.235,0.985
389,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.235,0.9875
390,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.2475,0.9875
391,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.2475,0.99
392,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.2575,0.99
393,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.2575,0.9925
394,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.32,0.9925
395,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.3225,0.9925
396,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.32375,0.9925
397,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.32375,0.995
398,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.3625,0.995
399,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.365,0.995
400,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.395,0.995
401,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.395,0.9975
402,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.4,0.9975
403,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.405,0.9975
404,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.425,0.9975
405,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.425,1.0
406,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.4275,1.0
407,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.43,1.0
408,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.52625,1.0
409,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.52875,1.0
410,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.65375,1.0
411,ResNet50,DCGAN Augmentation,Viral Pneumonia,0.65625,1.0
